unnamed_0,dbn,district,school_name,school,principal,progress_report_type,school_type,peerindex,overallgrade,overallscore2012,overallpercentile2012,progressscore2012,progressgrade2012,performancescore2012,performancegrade2012,environmentscore2012,environmentgrade2012,additionalcredit2012,201011_progress_report_grade,200910_progress_report_grade,parentresponserate,teacherresponserate,studentresponserate,safetyscore,communicationscore,engagementscore,expectationsscore
115,03M054,3,J.H.S. 054 Booker T. Washington,J.H.S. 054 Booker T. Washington,Elana Elster,EMS,Middle School,3.43,B,54.5,48.3,26,C,17.9,A,8.8,B,1.8,B,B,0.66,0.87,0.97,8,7.3,7.8,8.2
116,03M075,3,P.S. 075 Emily Dickinson,P.S. 075 Emily Dickinson,Robert O'brien,EMS,Elementary School,47.53,C,40.2,16.6,20,D,11.7,C,6.6,C,1.9,C,C,0.71,0.77,,8,7.4,7.8,7.8
117,03M076,3,P.S. 076 A. Philip Randolph,P.S. 076 A. Philip Randolph,Charles Deberry,EMS,Elementary/Middle School,61.5,C,50.5,38.8,22.7,C,13.1,B,11.8,A,2.9,B,C,0.64,0.91,0.97,8.4,8,8.4,8.9
118,03M084,3,P.S. 084 Lillian Weber,P.S. 084 Lillian Weber,Robin Sundick,EMS,Elementary School,41.93,B,52.5,46.2,29.4,C,11.8,C,8.7,B,2.6,F,C,0.54,0.78,,8.5,7.8,8.2,8.2
119,03M087,3,P.S. 087 William Sherman,P.S. 087 William Sherman,Monica Berry,EMS,Elementary School,14.5,B,49.8,39.7,25.1,C,17.8,A,3.9,D,3,B,B,0.3,0.47,,7.7,6.1,6.9,6.8
120,03M145,3,"P.S. 145, The Bloomingdale School","P.S. 145, The Bloomingdale School",Ivelisse Alvarez,EMS,Elementary School,65.64,C,44,23.1,22.2,C,9.2,C,8.8,B,3.8,C,B,0.46,0.61,,8.5,7.8,8,8.2
121,03M149,3,P.S. 149 Sojourner Truth,P.S. 149 Sojourner Truth,Barbara Darrigo,EMS,Elementary/Middle School,65.26,F,26.2,0.6,11.1,F,4.5,F,8.1,B,2.4,C,B,0.53,0.75,0.89,7.2,7.4,7.5,7.8
122,03M163,3,P.S. 163 Alfred E. Smith,P.S. 163 Alfred E. Smith,Virginia Pepe,EMS,Elementary School,39.98,B,60.1,64.3,28.8,C,19.4,A,10.2,A,1.7,C,C,0.5,0.71,,8.6,8.1,8.2,8.3
123,03M165,3,P.S. 165 Robert E. Simon,P.S. 165 Robert E. Simon,Aracelis Castellano,EMS,Elementary/Middle School,60.46,B,59.3,64.4,31.2,B,15.9,B,7,C,5.2,A,B,0.23,0.24,0.37,7.6,6.9,7.1,7.6
124,03M166,3,P.S. 166 The Richard Rodgers School Of The Arts An,P.S. 166 The Richard Rodgers School of The Arts,Angela Olden Camiolo,EMS,Elementary School,23.34,B,51.1,42.3,27.2,C,15.2,B,6.7,C,2,B,D,0.75,0.78,,8.4,7.3,7.9,7.9
125,03M180,3,P.S. 180 Hugo Newman,P.S. 180 Hugo Newman,Peter Mcfarlane,EMS,Elementary/Middle School,50.78,C,51.5,40,24.5,C,13.9,B,9.7,A,3.4,B,C,0.45,0.88,1,8,7.5,7.8,8.4
126,03M191,3,P.S. 191 Amsterdam,P.S. 191 Amsterdam,Maria Verdesoto,EMS,Elementary/Middle School,54.31,C,44.3,25.6,25,C,9.7,C,4.7,D,4.9,C,C,0.85,0.52,0.55,6.9,6.3,6.9,7.4
127,03M199,3,P.S. 199 Jessie Isador Straus,P.S. 199 Jessie Isador Straus,Katy Rosen,EMS,Elementary School,10.8,B,57.8,59.7,28.1,C,19.4,A,8.6,B,1.7,A,A,0.33,0.24,,8.7,7.6,8.2,8.3
128,03M208,3,P.S. 208 Alain L. Locke,P.S. 208 Alain L. Locke,Susan M. Green,EMS,Elementary School,65.75,B,51,42.1,25.6,C,10.5,C,11,A,3.9,D,C,0.81,0.9,,8.8,8.1,8.5,8.6
129,03M241,3,Stem Institute Of Manhattan,P.S. 241 Family Academy,Diana Diaz,EMS,Elementary School,64.17,F,12.7,0.2,,F,3.1,F,7.6,B,2,B,C,0.84,0.83,,8.1,7.2,7.9,7.6
130,03M243,3,M.S. 243 Center School,M.S. 243 Center School,Elaine Schwartz,EMS,Middle School,3.71,A,66.5,76.5,30.8,C,21.4,A,13.1,A,1.2,B,B,0.67,0.93,0.99,8.8,8,8.6,8.6
131,03M245,3,M.S. M245 The Computer School,M.S. M245 The Computer School,Henry Zymeck,EMS,Middle School,3.11,B,61.5,66.3,28.7,C,19.5,A,10.3,A,3,B,B,0.39,0.88,0.95,8.2,7.1,7.5,7.9
132,03M247,3,M.S. M247 Dual Language Middle School,M.S. M247 Dual Language Middle School,Claudia Aguirre,EMS,Middle School,2.36,A,89,97,47.8,A,20.7,A,13.5,A,7,A,A,0.8,0.8,1,8.7,7.7,8,8.6
133,03M250,3,M.S. 250 West Side Collaborative Middle School,M.S. 250 West Side Collaborative Middle School,Jeanne Rotunda,EMS,Middle School,2.2,B,54.5,48.3,19.5,D,18.9,A,13.5,A,2.6,B,A,0.58,1,0.96,8.6,8.1,8.6,8.9
134,03M256,3,M.S. 256 Academic & Athletic Excellence,M.S. 256 Academic & Athletic Excellence,Jeffrey S. Perl,EMS,Middle School,1.95,B,62,67.7,35.8,B,15.3,B,7,C,3.9,B,C,0.22,1,0.85,7.3,6.6,7.1,7.5
135,03M258,3,Community Action School - Ms 258,Community Action School - MS 258,John Curry,EMS,Middle School,2.16,A,72.5,84.3,34.8,B,22.8,A,11,A,3.9,A,A,0.31,0.96,0.86,8.1,7.3,7.8,8.1
136,03M333,3,P.S. 333 Manhattan School For Children,P.S. 333 Manhattan School for Children,Susan Rappaport,EMS,Elementary/Middle School,21.84,C,29.3,1.9,8.7,F,9.1,D,8.6,B,2.9,B,C,0.42,0.43,0.82,8,7.6,8.2,8.2
137,03M334,3,The Anderson School,The Anderson School,Jodi Hyde,EMS,Elementary/Middle School,6.74,A,72.3,88.1,34.9,B,24.6,A,11.8,A,1,A,A,0.82,0.88,1,8.5,7.8,8.2,8.7
138,03M415,3,Wadleigh Secondary School For The Performing & Vis,Wadleigh Secondary School for the Performing & V,Herma Hall,EMS,Middle/High School,2.15,D,29.9,5.8,16.8,D,8.4,D,2.9,F,1.8,D,C,0.46,0.8,0.72,6.7,6.6,6.7,7.1
139,03M415,3,Wadleigh Secondary School For The Performing & Vis,Wadleigh Secondary School for the Performing & Visual Arts,Herma Hall,HS,Middle/High School,1.73,C,48.6,12.2,24.4,D,9.5,C,6,D,4.4,D,B,0.46,0.8,0.72,6.7,6.6,6.7,7.1
140,03M421,3,West Prep Academy,WEST PREP ACADEMY,Roberto Padilla,EMS,Middle School,2.12,C,43,19.6,18.1,D,12.2,C,9.4,B,3.3,C,.,0.76,0.93,0.82,7.7,7.4,7.7,7.9
141,03M859,3,Special Music School,Special Music School,Katherine Banucci-Smith,EMS,Elementary/Middle School,7.11,A,74,89.4,39.2,A,23.4,A,10.4,A,1,A,A,0.86,1,1,8.7,7.9,8.1,8.3
142,03M860,3,Frederick Douglass Academy Ii Secondary School,Frederick Douglass Academy II Secondary School,Osei Owusu-Afriyie,EMS,Middle/High School,2.09,B,63.4,69.9,39.9,A,13.6,B,7,C,2.9,F,C,0.49,0.82,0.8,7,6.7,6.9,7.3
143,03M860,3,Frederick Douglass Academy Ii Secondary School,Frederick Douglass Academy II Secondary School,Osei Owusu-Afriyie,HS,Middle/High School,1.71,A,75.1,79.7,39.5,A,12.5,B,9,B,6.1,C,C,0.49,0.82,0.8,7,6.7,6.9,7.3
144,03M862,3,Mott Hall Ii,Mott Hall II,Ana De Los Santos,EMS,Middle School,3.02,A,74,87.6,39.5,A,21.8,A,9.1,B,3.6,A,A,0.86,0.57,0.99,8.2,6.8,7.5,7.9
145,04M007,4,P.S. 007 Samuel Stern,P.S. 007 Samuel Stern,Sameer Talati,EMS,Elementary/Middle School,63.45,B,54.2,51.3,27.6,C,16.2,A,7.1,C,3.3,C,A,0.64,1,0.94,7.3,6.6,7.1,7.6
146,04M012,4,Tag Young Scholars,Tag Young Scholars,Janette Cesar,EMS,Elementary/Middle School,33.36,A,75.4,93.1,38.3,B,24,A,12,A,1.1,B,A,0.55,1,0.99,8.3,7.8,8.2,8.7
147,04M013,4,J.H.S. 013 Jackie Robinson,J.H.S. 013 Jackie Robinson,Jacob Michelman,EMS,Middle School,2.05,D,32.2,8,13.6,F,9.5,C,6.3,C,2.8,C,C,0.45,0.68,0.63,6.8,6.5,6.8,7
148,04M037,4,River East Elementary,River East Elementary,Don Catlin,EMS,Elementary School,59.11,C,37.9,12.6,14.4,F,12.9,B,8.8,B,1.8,C,B,0.96,0.79,,8.4,6.7,7.8,7.9
149,04M038,4,P.S. 38 Roberto Clemente,P.S. 38 Roberto Clemente,Norma Caraballo,EMS,Elementary School,69.37,B,60.5,65.3,34.5,B,13.2,B,6.4,C,6.4,B,C,0.53,0.85,,8,7.3,7.3,7.6
150,04M045,4,M.S. 45/S.T.A.R.S. Prep Academy,M.S. 45/S.T.A.R.S. Prep Academy,Tomasz Grabski,EMS,Middle School,1.93,D,26.2,4.4,15.4,D,6.7,D,1.5,F,2.6,C,C,0.71,0.96,0.89,5.7,5.7,6,6.5
151,04M050,4,P.S. 050 Vito Marcantonio,P.S. 050 Vito Marcantonio,Cynthia Rochez,EMS,Elementary/Middle School,69.05,B,52.7,41.9,37.3,B,7.6,D,3.4,F,4.4,C,C,0.36,0.77,0.87,6.6,6.1,6.6,7
152,04M057,4,James Weldon Johnson,James Weldon Johnson,Israel Soto,EMS,Elementary/Middle School,65.54,A,74.4,90.6,34.2,B,22,A,13.4,A,4.8,A,A,0.59,0.81,0.9,8.2,7.6,8,8.4
153,04M072,4,The Lexington Academy,The Lexington Academy,Antonio Hernandez,EMS,Elementary School,71.69,A,71.9,88.7,37.8,B,17,A,11.7,A,5.4,D,A,0.73,0.96,,8.8,8,8.4,8.5
154,04M083,4,P.S. 083 Luis Munoz Rivera,P.S. 083 Luis Munoz Rivera,Frances Castillo,EMS,Elementary School,52.6,B,56.5,57.2,24.5,C,20,A,9.7,A,2.3,A,A,0.78,0.97,,8.2,7.8,8,8.1
155,04M096,4,P.S. 096 Joseph Lanzetta,P.S. 096 Joseph Lanzetta,Betty Lugo,EMS,Elementary/Middle School,65.2,C,48.7,35.6,27.8,C,11,C,6.7,C,3.2,B,C,0.32,0.88,0.93,6.8,6.9,7,7.5
156,04M102,4,P.S. 102 Jacques Cartier,P.S. 102 Jacques Cartier,Sandra Gittens,EMS,Elementary School,65.44,B,60.4,64.9,30.8,B,14.6,B,9.9,A,5.1,B,A,0.93,1,,8.3,7.9,8.1,8.1
157,04M108,4,P.S. 108 Assemblyman Angelo Del Toro Educational C,P.S. 108 Assemblyman Angelo Del Toro Educational,Gryssele Machicote,EMS,Elementary/Middle School,61.76,C,41.9,17.5,12.5,F,17.2,A,9.9,A,2.2,A,B,0.63,0.88,0.97,7.9,7.2,7.7,8.2
158,04M146,4,P.S. 146 Ann M. Short,P.S. 146 Ann M. Short,Mona Silfen,EMS,Elementary School,75.42,B,54.1,51.5,35.7,B,7.9,D,6,C,4.5,A,C,0.54,1,,7.7,6.6,7.1,7.1
159,04M155,4,P.S. 155 William Paca,P.S. 155 William Paca,Lillian Raimundi Ortiz,EMS,Elementary School,69.35,C,46.6,30.8,25.4,C,9.6,C,7.9,B,3.7,B,B,0.71,1,,7.6,7.2,7.3,7.3
160,04M171,4,P.S. 171 Patrick Henry,P.S. 171 Patrick Henry,Dimitres Pantelidis,EMS,Elementary/Middle School,54.7,A,88.7,98.1,48.3,A,23.1,A,11.8,A,5.5,B,A,0.92,0.93,1,8.4,7.7,8,8.4
161,04M182,4,The Bilingual Bicultural School,The Bilingual Bicultural School,Andrea Hernandez,EMS,Elementary School,60.19,A,65.2,76.2,31.5,B,20.6,A,11.1,A,2,B,A,0.89,0.92,,8.7,8,8.1,8.4
162,04M206,4,P.S. 206 Jose Celso Barbosa,P.S. 206 Jose Celso Barbosa,Camille Forbes,EMS,Elementary School,65.06,B,60.3,64.8,30.5,B,15.1,B,9.5,B,5.2,D,C,0.94,1,0.98,8.2,7.5,7.9,8.1
163,04M224,4,M.S. 224 Manhattan East School For Arts & Academic,M.S. 224 Manhattan East School for Arts & Academ,Liliana Sarro,EMS,Middle School,3.29,C,30.3,6.4,11.4,F,10.9,C,6.5,C,1.5,C,C,0.39,1,0.98,7.2,7.1,7.3,7.7
164,04M372,4,Esperanza Preparatory Academy,ESPERANZA PREPARATORY ACADEMY,Alex Estrella,EMS,Middle School,2.09,B,54.6,49.2,20.8,D,17.6,A,12.3,A,3.9,A,A,0.91,0.96,0.98,8.3,7.9,8.2,8.5
165,04M375,4,Mosaic Preparatory Academy,Mosaic Preparatory Academy,Lisette Caesar,EMS,Elementary School,65.75,B,59.6,63.1,33.8,B,10,C,9.7,A,6.1,D,B,0.69,1,,8.4,8.1,8.3,8.5
166,04M377,4,Renaissance School Of The Arts,Renaissance School of the Arts,Tammy Pate,EMS,Middle School,1.89,A,83.6,95,48.8,A,19.2,A,10.7,A,4.9,D,A,0.78,1,0.96,7.3,7.4,7.7,8
167,04M381,4,Global Neighborhood Secondary School,Global Neighborhood Secondary School,Luis Genao,EMS,Middle School,1.86,B,53.3,45.9,27.9,C,11.6,C,9.4,B,4.4,B,C,0.47,1,0.95,7.4,6.8,7.5,7.6
168,04M406,4,Global Technology Preparatory,GLOBAL TECHNOLOGY PREPARATORY,Chrystina Russell,EMS,Middle School,2.09,B,63.8,71,24.8,C,20.6,A,13.6,A,4.8,A,.,0.53,1,0.91,8.2,8.1,8.7,9
169,04M497,4,Central Park East I,Central Park East I,Lindley Uehling/Julia Zucke,EMS,Elementary School,34.14,C,47.5,33.9,16.4,D,17.2,A,11.6,A,2.2,C,C,0.62,0.65,,8.8,8.6,8.9,8.8
170,04M610,4,Young Women'S Leadership School,Young Women's Leadership School,Althea Bradshaw-Tyson,EMS,Middle/High School,3.25,C,45.1,24.6,20.1,D,13.6,B,10.8,A,0.6,B,C,0.6,0.96,0.94,8.4,7.5,7.8,8.5
171,04M610,4,Young Women'S Leadership School,Young Women's Leadership School,Althea Bradshaw-Tyson,HS,Middle/High School,2.88,A,80.1,89,43.1,A,16.2,A,12.8,A,0.9,A,A,0.6,0.96,0.94,8.4,7.5,7.8,8.5
172,04M825,4,Isaac Newton Middle School For Math & Science,Isaac Newton Middle School for Math & Science,Lisa Nelson,EMS,Middle School,2.65,C,47.2,28.2,23.1,C,11.2,C,10.8,A,2.1,D,C,0.41,0.73,0.97,7.9,7.7,7.9,8.3
173,04M964,4,Central Park East Ii,Central Park East II,Naomi Smith,EMS,Elementary School,44.12,C,44.6,24.8,15.9,D,15.4,B,11.5,A,1.8,A,B,0.56,0.86,,9.1,8.4,9.1,8.9
174,05M030,5,P.S. 030 Hernandez/Hughes,P.S. 030 Hernandez/Hughes,Teri Stinson,EMS,Elementary School,70.62,C,49.5,38.2,28.8,C,6.7,D,9.1,B,4.9,D,A,0.84,1,,8.4,8.1,8.1,8.3
175,05M036,5,P.S. 036 Margaret Douglas,P.S. 036 Margaret Douglas,Cynthia Mullins-Simmons,EMS,Elementary School,60.31,C,45.9,28.5,29.2,C,9.2,C,4.6,D,2.9,C,B,0.4,0.7,,7.7,7,7.1,7.1
176,05M046,5,P.S. 046 Arthur Tappan,P.S. 046 Arthur Tappan,George Young,EMS,Elementary/Middle School,62.5,C,41,14.4,18.9,D,9.9,C,9.5,B,2.7,B,C,0.73,1,0.97,7.6,7.5,7.8,8.1
177,05M092,5,P.S. 092 Mary Mcleod Bethune,P.S. 092 Mary McLeod Bethune,Rosa Davila,EMS,Elementary School,65.86,B,53,48,26.2,C,11.3,C,11.2,A,4.3,B,B,1,0.93,,8.5,8.4,8.4,8.6
178,05M123,5,P.S. 123 Mahalia Jackson,P.S. 123 Mahalia Jackson,Beverly Lewis,EMS,Elementary/Middle School,64.19,C,42.3,19.4,22.9,C,6.3,F,9.5,B,3.6,D,C,0.69,0.81,0.77,7.9,7.6,7.9,8.3
179,05M125,5,P.S. 125 Ralph Bunche,P.S. 125 Ralph Bunche,Reginald Higgins,EMS,Elementary School,61.55,C,46.9,32.8,26.6,C,9,C,6.9,C,4.4,C,B,0.86,0.74,,8.2,8.2,8,8.2
180,05M129,5,P.S. 129 John H. Finley,P.S. 129 John H. Finley,Odelphia Pierre,EMS,Elementary/Middle School,62.61,B,52.6,41.3,30.9,C,10.8,C,6.7,C,4.2,C,B,0.28,0.43,0.65,6.8,6.8,7.2,7.7
181,05M133,5,P.S. 133 Fred R Moore,P.S. 133 Fred R Moore,Susan M. Vairo,EMS,Elementary School,67.45,F,23.8,1.5,10.9,F,7.5,D,2.5,F,2.9,C,C,0.88,0.86,,7.2,6.3,6.6,6.7
182,05M154,5,P.S. 154 Harriet Tubman,P.S. 154 Harriet Tubman,Elizabeth Jarrett,EMS,Elementary School,66.49,C,46.7,31.6,27,C,7.4,D,8.4,B,3.9,D,C,0.67,0.94,,8.1,7.5,7.7,7.7
183,05M161,5,P.S. 161 Pedro Albizu Campos,P.S. 161 Pedro Albizu Campos,Pamela Price Haynes,EMS,Elementary/Middle School,65.64,B,55.4,55,26,C,15.5,B,9.9,A,4,B,B,0.52,0.95,0.91,7.5,7.4,7.7,8.2
184,05M175,5,P.S. 175 Henry H Garnet,P.S. 175 Henry H Garnet,Cheryl Mcclendon,EMS,Elementary School,64.75,C,36.2,10.8,17.5,D,11.8,C,5.8,C,1.1,B,B,0.75,0.37,,7.8,6.9,7.8,7.6
185,05M194,5,P.S. 194 Countee Cullen,P.S. 194 Countee Cullen,Josephine Bazan,EMS,Elementary School,70.51,B,51.8,43.3,37.3,B,4.3,F,5.3,C,4.9,D,C,0.8,0.65,,7.8,7.8,7.7,7.8
186,05M195,5,I.S. 195 Roberto Clemente,I.S. 195 Roberto Clemente,Rashaunda Shaw,EMS,Middle School,1.69,,.,.,.,,.,,.,,.,.,D,0.68,0.77,0.94,6.4,6.4,6.8,7
187,05M197,5,P.S. 197 John B. Russwurm,P.S. 197 John B. Russwurm,Natasha Spann,EMS,Elementary School,63.02,D,28.1,3.6,16.1,D,1.2,F,7,C,3.7,F,B,0.85,1,,8.2,8,8,8.1
188,05M200,5,P.S. 200- The James Mccune Smith School,P.S. 200- The James Mccune Smith School,Renee Y. Belton,EMS,Elementary School,65.52,D,29.2,3.9,13.7,F,6.8,D,5.8,C,2.9,C,B,0.67,0.87,,7.6,7,7.2,7.5
189,05M286,5,I.S. M286 Renaissance Military Leadership Academy,I.S. M286 Renaissance Military Leadership Academ,Qadir Ben Dixon,EMS,Middle School,2.24,A,69.8,81.5,41.9,A,15.2,B,9.1,B,3.6,C,C,0.65,0.93,0.96,8,7.6,8,8.5
190,05M302,5,Kappa Iv,KAPPA IV,Juan Vives,EMS,Middle School,2.36,C,43.4,20.4,18.8,D,13.8,B,8.6,B,2.1,A,B,0.54,0.67,0.95,7.4,7.2,7.4,7.8
191,05M318,5,Thurgood Marshall Academy Lower School,Thurgood Marshall Academy Lower School,Dawn Brooks Decosta,EMS,Elementary School,49.58,C,37,11.6,14.2,F,11.7,C,10,A,1.1,B,C,0.79,1,,8.8,8.6,8.7,8.8
192,05M362,5,Columbia Secondary School,Columbia Secondary School,Miriam Nightengale,EMS,Middle/High School,3.85,C,48.8,32.9,19.6,D,19.8,A,8.4,B,1,A,C,0.39,0.63,0.95,7.8,7,7.3,7.9
193,05M362,5,Columbia Secondary School,Columbia Secondary School,Miriam Nightengale,HS,Middle/High School,3.39,,,,,,,,,,,,,0.39,0.63,0.95,7.8,7,7.3,7.9
194,05M367,5,Academy For Social Action: A College Board School,Academy for Social Action: A College Board Schoo,Rhokeisha Ford,EMS,Middle/High School,1.97,F,18.1,1.1,8.1,F,7.3,D,,F,2.7,D,B,0.12,0.67,0.62,5.5,5.1,5.3,5.8
195,05M367,5,Academy For Social Action: A College Board School,Academy for Social Action: A College Board School,Rhokeisha Ford,HS,Middle/High School,1.88,F,19.6,0.3,11.5,F,1.8,F,0,F,2.9,C,,0.12,0.67,0.62,5.5,5.1,5.3,5.8
196,05M410,5,The Urban Assembly Institute For New Technologies,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIE,Travis Brown,EMS,Middle School,1.89,C,41.2,16.9,27,C,9.9,C,1.3,F,3,B,.,0.01,0.23,0.27,6.7,6.8,7.5,8.2
197,05M469,5,Choir Academy Of Harlem,Choir Academy of Harlem,Dr. Melissa Vaughan,EMS,Middle/High School,2.18,F,14.4,0.6,0.3,F,6.4,D,5.4,C,2.2,B,C,0.24,0.42,0.88,6.5,6.6,6.6,6.9
198,05M469,5,Choir Academy Of Harlem,Choir Academy of Harlem,Dr. Melissa Vaughan,HS,Middle/High School,2.18,F,28.7,0.6,10.8,F,7.7,F,5.7,F,2,C,B,0.24,0.42,0.88,6.5,6.6,6.6,6.9
199,05M499,5,Frederick Douglass Academy,Frederick Douglass Academy,Joseph Gates,EMS,Middle/High School,2.71,C,44,21.8,26.6,C,10.1,C,5.1,D,2.2,B,C,0.14,0.48,0.72,6.7,6.5,6.8,7.3
200,05M499,5,Frederick Douglass Academy,Frederick Douglass Academy,Joseph Gates,HS,Middle/High School,2.67,C,46.7,8.5,17.4,F,13.8,B,6,D,1.8,C,D,0.14,0.48,0.72,6.7,6.5,6.8,7.3
201,05M514,5,New Design Middle School,New Design Middle School,Daniel Black,EMS,Middle School,2.11,,.,.,.,,.,,.,,.,.,.,0.85,0.89,0.93,7.7,7.7,8,8.3
202,05M670,5,Thurgood Marshall Academy For Learning And Social,Thurgood Marshall Academy for Learning and Socia,Sean Davenport,EMS,Middle/High School,2.83,C,42.2,18.2,21.8,C,11.3,C,7.7,B,1.4,D,D,0.41,0.81,0.83,7.6,6.8,7.1,7.5
203,05M670,5,Thurgood Marshall Academy For Learning And Social,Thurgood Marshall Academy for Learning and Social Change,Sean Davenport,HS,Middle/High School,2.51,B,59.8,36.3,28.9,C,13,B,9.5,B,3.4,A,B,0.41,0.81,0.83,7.6,6.8,7.1,7.5
204,06M004,6,P.S. 004 Duke Ellington,P.S. 004 Duke Ellington,Delois White,EMS,Elementary School,65.34,B,51.7,43.1,28.2,C,10.5,C,9.1,B,3.9,B,B,0.43,0.52,,8.6,7.6,7.9,8.1
205,06M005,6,P.S. 005 Ellen Lurie,P.S. 005 Ellen Lurie,Wanda Soto,EMS,Elementary School,64.19,D,34.4,8,17.9,D,7.2,D,6.4,C,2.9,C,B,0.63,0.77,,7.9,6.9,7.4,7.3
206,06M008,6,P.S. 008 Luis Belliard,P.S. 008 Luis Belliard,Rafaela Landin,EMS,Elementary School,65.13,C,47.5,33.9,22,C,9.4,C,11.9,A,4.2,B,A,0.93,0.95,,8.8,8.3,8.4,8.6
207,06M018,6,P.S. 018 Park Terrace,P.S. 018 Park Terrace,Connie Mejia,EMS,Elementary/Middle School,61.03,A,65.9,79.4,36,B,12.9,B,10.9,A,6.1,A,B,0.93,0.88,0.99,8.1,7.4,7.9,8.1
208,06M028,6,P.S. 028 Wright Brothers,P.S. 028 Wright Brothers,Awilda Baez,EMS,Elementary School,70.36,B,59.1,62.1,30.7,B,14.6,B,10.2,A,3.6,B,A,0.8,0.99,,8.6,7.7,7.8,8.1
209,06M048,6,P.S. 048 P.O. Michael J. Buczek,P.S. 048 P.O. Michael J. Buczek,Tracy Walsh,EMS,Elementary School,64.55,B,52.3,45.4,24,C,13.7,B,9.5,B,5.1,A,B,0.57,0.84,,8.3,7.3,7.8,7.9
210,06M052,6,J.H.S. 052 Inwood,J.H.S. 052 Inwood,Salvador Fernandez,EMS,Middle School,2.34,B,61.5,66.3,33.3,B,14,B,10.6,A,3.6,B,A,0.51,0.88,0.9,7.9,7.4,7.9,8.3
211,06M098,6,P.S. 098 Shorac Kappock,P.S. 098 Shorac Kappock,Maritza Rodriguez,EMS,Elementary School,61.65,B,56.5,57.2,35.8,B,9.6,C,7.1,C,4,C,B,0.69,0.81,,8,7.3,7.3,7.4
212,06M115,6,P.S. 115 Alexander Humboldt,P.S. 115 Alexander Humboldt,Angela Rodriguez,EMS,Elementary School,70.58,C,41.6,18.9,24.2,C,9.4,C,5.6,C,2.4,C,C,0.41,0.72,,7.8,6.4,6.8,7
213,06M128,6,P.S. 128 Audubon,P.S. 128 Audubon,Rosa Argelia Arredondo,EMS,Elementary School,67.25,A,73,90.3,40.2,A,17.2,A,11.5,A,4.1,B,B,0.59,0.58,,8.6,7.8,8.2,8.2
214,06M132,6,P.S. 132 Juan Pablo Duarte,P.S. 132 Juan Pablo Duarte,Xiomara Nova,EMS,Elementary School,66.78,D,35.6,9.8,18,D,5.4,F,8.8,B,3.4,D,B,0.59,0.96,,7.7,7.4,7.5,7.5
215,06M143,6,J.H.S. 143 Eleanor Roosevelt,J.H.S. 143 Eleanor Roosevelt,Ourania Pappas,EMS,Middle School,2.06,B,53.3,45.9,27.5,C,12.7,C,8.6,B,4.4,B,B,0.96,1,0.99,7.5,7.3,7.5,7.8
216,06M152,6,P.S. 152 Dyckman Valley,P.S. 152 Dyckman Valley,Julia Pietri,EMS,Elementary School,65.44,C,40,16.2,22.8,C,10.4,C,4,D,2.8,C,B,0.45,0.69,,7.4,6.3,6.4,6.4
217,06M153,6,P.S. 153 Adam Clayton Powell,P.S. 153 Adam Clayton Powell,Karen Bailey,EMS,Elementary School,62.9,A,65,75.7,33.4,B,16.5,A,11.9,A,3.1,A,A,0.94,0.92,,8.7,8.3,8.5,8.7
218,06M173,6,P.S. 173,P.S. 173,Dawn Boursiquot,EMS,Elementary School,58.95,D,33.2,6.2,13.2,F,9.6,C,8.4,B,2,B,B,0.65,0.56,,8.2,7.1,7.2,7.7
219,06M187,6,P.S./I.S. 187 Hudson Cliffs,P.S./I.S. 187 Hudson Cliffs,Ms. Cynthia Chory,EMS,Elementary/Middle School,33.25,C,44,25,21.1,D,14.3,B,5.7,C,2.9,B,A,0.55,0.92,0.98,7.7,6.7,7.2,7.5
220,06M189,6,P.S. 189,P.S. 189,Theresa Luger,EMS,Elementary School,65.21,B,62.2,69.8,35,B,14.7,B,9.3,B,3.2,A,A,0.58,0.64,,8.2,7.5,7.7,7.9
221,06M192,6,P.S. 192 Jacob H. Schiff,P.S. 192 Jacob H. Schiff,Deborah Schaefer,EMS,Elementary School,61.81,B,57.6,59.2,31.1,B,11.2,C,12.2,A,3.1,B,C,0.53,0.9,,8.8,8.6,8.3,8.7
222,06M210,6,P.S./I.S. 210 - Twenty-First Century Academy For C,P.S./I.S. 210 - Twenty-first Century Academy for,Evelyn Linares,EMS,Elementary/Middle School,62.32,C,49.6,36.9,18.1,D,15.3,B,11.9,A,4.3,C,B,0.89,0.89,0.99,8.1,7.2,8,8.1
223,06M218,6,I.S. 218 Salome Urena,I.S. 218 Salome Urena,June Barnett,EMS,Middle School,2.03,A,69.8,81.5,41.9,A,14.6,B,7.8,B,5.5,C,B,0.6,0.53,0.85,7.5,6.8,6.9,7.2
224,06M223,6,The Mott Hall School,The Mott Hall School,Cynthia Arndt,EMS,Middle School,3.44,C,47.7,30.7,20.4,D,18.3,A,7.5,C,1.5,B,A,0.95,1,0.99,7.5,6.4,7.1,7.8
225,06M278,6,Paula Hedbavny School,Paula Hedbavny School,Maureen Guido,EMS,Elementary/Middle School,49.41,A,64.1,75,35.6,B,15.9,B,8.9,B,3.7,A,B,0.87,1,0.99,8.1,6.9,7.7,7.9
226,06M293,6,City College Academy Of The Arts,City College Academy of the Arts,Bernadette Drysdale,EMS,Middle/High School,2.63,A,90.7,97.5,50.9,A,23.9,A,12,A,3.9,A,A,0.54,0.73,0.93,8.4,7.4,7.9,8.3
